0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0,0,-1713.70507812
1,-0.5033538,-0.6025803,0.16808915,-0.46414793
